"Title","Hull","Class %23","Hull %23","COM Date","TYCOM","FLT","Last Insp Date","Sked Next Inspection","Months from Last Insp/MI","OVERDUE REASON","Overdue_OLD","ACTIVE/INACTIVE","Battle Force","HomePort","UIC","NVR","Waivers","Remarks","AT Date","FCT Date","CT DATE","GMI","MI / SMART 1","MI / SMART 2","MI / SMART 3","MI / SMART 4","MI / SMART 5","MI / SMART 6","MI / SMART 7","MI / SMART 8","MI / SMART 9","MI / SMART 10","Survey","NEP","IT","C51","C51","AT2","C51","C51","FC2","MCI 1","PRT","DECOM Date","SCHEDULED","OVERDUE","CURRENT ORFP PHASE","PHASE MI Scheduled In","CONCERNS/RISKS","Ship Folder"
"AMELIA EARHART ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 6",,"[""MSC""]",,"10/24/2021 9:00 PM","4/26/2026 9:00 PM","47","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"23196","[""PAC""]",,,"8/28/2008 9:00 PM","1/29/2009 9:00 PM",,"9/23/2018 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"CARL BRASHEAR ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 7",,"[""MSC""]",,"10/8/2023 9:00 PM",,"24","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"23197","[""PAC""]",,,"2/12/2009 9:00 PM","6/18/2009 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"MATTHEW PERRY ","[""T-AKE""]","[""T-AKE 1""]","T-AKE 9",,"[""MSC""]",,"9/13/2022 9:00 PM","11/15/2026 9:00 PM","37","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]","[""SAN DIEGO, CA""]","23199","[""PAC""]",,,"1/28/2010 9:00 PM","6/17/2010 9:00 PM",,,"12/12/2019 9:00 PM","9/13/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"SHUGHART","[""T-AKR""]","[""T-AKR 295""]","T-AKR 295",,,,"2/6/2022 9:00 PM",,"44",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""SAN DIEGO, CA""]","21345","[""INACTIVE""]",,"LSA FY23",,,,,"5/4/2000 9:00 PM","5/27/2004 9:00 PM","10/22/2009 9:00 PM","4/3/2014 9:00 PM","2/6/2022 9:00 PM",,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"GORDON","[""T-AKR""]","[""T-AKR 295""]","T-AKR 296",,,,"2/13/2022 9:00 PM",,"44",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""MAYPORT, FL""]","20136","[""INACTIVE""]",,"FMS FY23","7/13/2016 9:00 PM","4/26/2017 9:00 PM",,,,,,,,,,,,,"2/13/2022 9:00 PM",,,,,,,,,,,,"NO","OVERDUE",,,,
"YANO","[""T-AKR""]","[""T-AKR 295""]","T-AKR 297",,,,"2/13/2022 9:00 PM",,"44",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""MAYPORT, FL""]","20138","[""INACTIVE""]",,"FMS FY23","8/23/2017 9:00 PM","10/3/2018 9:00 PM",,,,,,,,,,,,,"2/13/2022 9:00 PM",,,,,,,,,,,,"NO","OVERDUE",,,,
"GILLILAND","[""T-AKR""]","[""T-AKR 295""]","T-AKR 298",,,,"2/27/2022 9:00 PM",,"43",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""NORFOLK, VA""]","21658","[""INACTIVE""]",,,,,,,"11/7/1996 9:00 PM","4/12/2001 9:00 PM","10/6/2005 9:00 PM","11/18/2010 9:00 PM","8/19/2016 9:00 PM",,,,,,"1/23/2022 9:00 PM",,,,,,,,,,,,"NO","OVERDUE",,,,
"1ST LT HARRY L. MARTIN","[""T-AK""]","[""T-AKR 300""]","T-AKR 300",,,,"1/16/2022 9:00 PM",,"45",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""MANAMA, BAHRAIN""]","22145","[""INACTIVE""]",,,,,,,"7/31/1997 9:00 PM","12/4/2003 9:00 PM","11/19/2009 9:00 PM","5/21/2014 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"BOB HOPE","[""T-AKR""]","[""T-AKR 300""]","T-AKR 300",,,,"10/22/2022 9:00 PM",,"36",,,"[""INACTIVE""]","[""NO""]","[""MANAMA, BAHRAIN""]","21927","[""INACTIVE""]",,"FMS",,,,,"3/11/1999 9:00 PM","3/12/2008 9:00 PM","2/14/2013 9:00 PM","11/1/2017 9:00 PM",,,,,,,"10/22/2022 9:00 PM",,,,,,,,,,,,"NO","OVERDUE",,,,
"FISHER","[""T-AKR""]","[""T-AKR 300""]","T-AKR 301",,,,"10/24/2022 9:00 PM",,"35",,,"[""INACTIVE""]","[""NO""]","[""MANAMA, BAHRAIN""]","22146","[""INACTIVE""]",,"FMS",,,,,"12/14/2000 9:00 PM","9/17/2006 9:00 PM","9/19/2013 9:00 PM","3/21/2018 9:00 PM",,,,,,,"10/24/2022 9:00 PM",,,,,,,,,"6/12/2013 9:00 PM",,,"NO",,,,,
"SEAY","[""T-AKR""]","[""AKR 300""]","T-AKR 302",,"[""MSC""]",,"9/17/2022 9:00 PM",,"37","[""2""]","OVERDUE","[""ACTIVE""]","[""Strategic Sealift Force""]",,"22248","[""MSC U.S. ATLANTIC COAST""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"MENDONCA","[""T-AKR""]","[""T-AKR 300""]","T-AKR 303",,,,"2/13/2023 9:00 PM",,"32",,,"[""INACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21346","[""INACTIVE""]",,"LSA FY23",,,,,"7/24/1997 9:00 PM","6/13/2002 9:00 PM","11/2/2006 9:00 PM","4/7/2011 9:00 PM","6/19/2018 9:00 PM",,,,,,,,,,,,,,,,,,"NO",,,,,
"PILILAAU","[""T-AKR""]","[""AKR 300""]","T-AKR 304",,"[""MSC""]",,"11/2/2021 9:00 PM","1/11/2026 9:00 PM","47","[""2""]","OVERDUE","[""ACTIVE""]","[""Strategic Sealift Force""]",,"22250","[""MSC NOT ASSIGNED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"BRITTIN","[""T-AKR""]","[""T-AKR 300""]","T-AKR 305",,,,"8/6/2023 9:00 PM",,"26",,,"[""INACTIVE""]","[""YES""]","[""MAYPORT, FL""]","20134","[""INACTIVE""]",,"FMS FY23","9/18/2015 9:00 PM","6/6/2018 9:00 PM",,,"8/25/2020 9:00 PM",,,,,,,,,,"8/6/2023 9:00 PM",,,,,,,,,,,,"NO",,,,,
"BENAVIDEZ","[""T-AKR""]","[""T-AKR 300""]","T-AKR 306",,,,"8/6/2023 9:00 PM",,"26",,,"[""INACTIVE""]","[""YES""]","[""MAYPORT, FL""]","20140","[""INACTIVE""]",,"FMS FY23","5/23/2018 9:00 PM","8/14/2019 9:00 PM",,,,,,,,,,,,,"8/6/2023 9:00 PM",,,,,,,,,,,,"NO",,,,,
"WATSON","[""T-AKR""]","[""AKR 310""]","T-AKR 310",,"[""MSC""]",,"2/4/2024 9:00 PM",,"20","[""2""]",,"[""ACTIVE""]","[""Strategic Sealift Force""]",,"22256",,,,,,,,"2/4/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"SISLER","[""T-AKR""]","[""AKR 310""]","T-AKR 311",,"[""MSC""]",,"6/20/2022 9:00 PM",,"40","[""2"",""3""]","OVERDUE","[""ACTIVE""]","[""Strategic Sealift Force""]",,"22257","[""MSC U.S. PACIFIC COAST""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"DAHL","[""T-AKR""]","[""AKR 310""]","T-AKR 312",,"[""MSC""]",,"1/18/2025 9:00 PM",,"9","[""2""]",,"[""ACTIVE""]","[""Strategic Sealift Force""]",,"22258","[""MSC U.S. PACIFIC COAST""]",,,,,,,"1/18/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"RED CLOUD","[""T-AKR""]","[""T-AKR 310""]","T-AKR 313",,"[""MSC""]",,"3/17/2024 9:00 PM",,"19","[""2""]",,"[""ACTIVE""]","[""Strategic Sealift Force""]",,"22259","[""MSC U.S. PACIFIC COAST""]",,,,,,"10/22/2020 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"CHARLTON","[""T-AKR""]","[""AKR 310""]","T-AKR 314",,"[""MSC""]",,"9/11/2025 9:00 PM",,"1","[""2""]",,"[""ACTIVE""]","[""Strategic Sealift Force""]",,"22260","[""MSC U.S. PACIFIC COAST""]",,,,,,,"9/11/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"WATKINS","[""T-AKR""]","[""AKR 310""]","T-AKR 315",,"[""MSC""]",,"5/14/2022 9:00 PM","5/31/2026 9:00 PM","41","[""2""]","OVERDUE","[""ACTIVE""]","[""Strategic Sealift Force""]",,"22261","[""MSC U.S. PACIFIC COAST""]",,,,,,,"5/14/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"POMEROY","[""T-AKR""]","[""AKR 310""]","T-AKR 316",,"[""MSC""]",,"6/26/2022 9:00 PM","10/25/2025 9:00 PM","39","[""2""]","OVERDUE","[""ACTIVE""]","[""Strategic Sealift Force""]",,"22262","[""MSC U.S. PACIFIC COAST""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"SODERMAN","[""T-AKR""]","[""AKR 310""]","T-AKR 317",,"[""MSC""]",,"7/18/2024 9:00 PM",,"15","[""2""]",,"[""ACTIVE""]","[""Strategic Sealift Force""]","[""GUAM""]","22263","[""MSC U.S. PACIFIC COAST""]",,,,,,"6/16/2021 9:00 PM","7/18/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"HENRY J. KAISER","[""T-AO""]","[""T-AO 187""]","T-AO 187",,"[""MSC""]",,"11/3/2023 9:00 PM",,"23","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21307","[""PAC""]",,"DISMANTLE FY27",,,,"4/20/2017 9:00 PM","11/3/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"JOSHUA HUMPHREYS","[""T-AO""]","[""T-AO 187""]","T-AO 188",,"[""MSC""]",,"4/6/2022 9:00 PM","9/27/2026 9:00 PM","42","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"21419","[""PAC""]",,,,,,"10/7/2018 9:00 PM",,,"10/18/2015 9:00 PM",,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"JOHN LENTHALL ","[""T-AO""]","[""T-AO 187""]","T-AO 189",,"[""MSC""]",,"2/27/2025 9:00 PM",,"7","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21377","[""LANT""]",,"DISMANTLE FY27",,,,"12/18/2014 9:00 PM","11/12/2020 9:00 PM","2/27/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"WALTER S. DIEHL ","[""T-AO""]","[""T-AO 187""]","T-AO 193",,,,,,,,"OVERDUE","[""INACTIVE""]","[""NO""]","[""CHARLESTON, SC""]","20826","[""INACTIVE""]",,"MTS",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"JOHN ERICSSON ","[""T-AO""]","[""T-AO 187""]","T-AO 194",,"[""MSC""]",,"9/30/2023 9:00 PM",,"24","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21524","[""PAC""]",,"DISMANTLE FY26",,,,,"8/22/2019 9:00 PM","2/21/2023 9:00 PM","9/30/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO",,,,,
"LEROY GRUMMAN ","[""T-AO""]","[""T-AO 187""]","T-AO 195",,"[""MSC""]",,"8/13/2017 9:00 PM","12/14/2025 9:00 PM","98","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"21525","[""LANT""]",,"OSIR FY25",,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"KANAWHA ","[""T-AO""]","[""T-AO 187""]","T-AO 196",,"[""MSC""]",,"8/7/2025 9:00 PM","5/21/2028 9:00 PM","2","[""1""]",,"[""ACTIVE""]","[""Support Force""]",,"21581","[""LANT""]",,,,,,,"4/9/2015 9:00 PM","11/30/2020 9:00 PM","8/7/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,"YES",,,,,
"PECOS","[""T-AO""]","[""T-AO 187""]","T-AO 197",,"[""MSC""]",,"6/8/2022 9:00 PM",,"40","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"21582","[""PAC""]",,"military sealift command (msc) naval fleet auxiliary force",,,,"4/3/1997 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"BIG HORN ","[""T-AO""]","[""T-AO 187""]","T-AO 198",,"[""MSC""]",,"10/26/2021 9:00 PM",,"47","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"21621","[""LANT""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"TIPPECANOE","[""T-AO""]","[""T-AO 187""]","T-AO 199",,"[""MSC""]",,"12/7/2023 9:00 PM",,"22","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21622","[""PAC""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"GUADALUPE ","[""T-AO""]","[""T-AO 187""]","T-AO 200",,"[""MSC""]",,"12/6/2021 9:00 PM",,"46","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"21856","[""PAC""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"PATUXENT ","[""T-AO""]","[""T-AO 187""]","T-AO 201",,"[""MSC""]",,"9/11/2022 9:00 PM","12/14/2025 9:00 PM","37","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"21857","[""LANT""]",,,,,,,"6/2/2019 9:00 PM","12/19/2021 9:00 PM","9/11/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"YUKON ","[""T-AO""]","[""T-AO 187""]","T-AO 202",,"[""MSC""]",,"10/17/2023 9:00 PM",,"24","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21869","[""PAC""]",,,,,,,"10/17/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"LARAMIE","[""T-AO""]","[""T-AO 187""]","T-AO 203",,"[""MSC""]",,"7/9/2023 9:00 PM","10/25/2026 9:00 PM","27","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21870","[""LANT""]",,,,"12/12/1996 9:00 PM",,,"10/12/2015 9:00 PM","7/9/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"RAPPAHANNOCK ","[""T-AO""]","[""T-AO 187""]","T-AO 204",,"[""MSC""]",,"10/28/2021 9:00 PM","8/9/2026 9:00 PM","47","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"21871","[""PAC""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"JOHN LEWIS","[""T-AO""]","[""T-AO 205""]","T-AO 205",,"[""MSC""]",,"7/9/2023 9:00 PM",,"27","[""2""]",,"[""ACTIVE""]","[""Support Force""]","[""SAN DIEGO, CA""]","21667","[""DELIVERED""]",,,"4/24/2022 9:00 PM","7/9/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"OSCAR V. PETERSON","[""T-AO""]","[""T-AO 205""]","T-AO 206",,"[""MSC""]",,"5/21/2023 9:00 PM",,"29","[""2""]",,"[""ACTIVE""]","[""Support Force""]","[""SAN DIEGO, CA""]","21021","[""DELIVERED""]",,"Name changed from HARVEY MILK 21 JUL 25","5/21/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"EARL WARREN","[""T-AO""]","[""T-AO 205""]","T-AO 207",,"[""MSC""]",,"7/24/2025 9:00 PM",,"2","[""2""]",,"[""ACTIVE""]","[""Support Force""]","[""SAN DIEGO, CA""]","21012","[""UNDER CONSTRUCTION""]",,"AT","3/10/2024 9:00 PM","7/24/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"ROBERT F. KENNEDY","[""T-AO""]","[""T-AO 205""]","T-AO 208",,"[""MSC""]",,"11/7/2024 9:00 PM","12/14/2025 9:00 PM","11",,,"[""INACTIVE""]","[""SUPPORT FORCE""]","[""SAN DIEGO, CA""]","29995",,,,"11/7/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"LUCY STONE","[""T-AO""]","[""T-AO 205""]","T-AO 209",,"[""MSC""]",,,"10/26/2025 9:00 PM",,,"OVERDUE","[""INACTIVE""]",,"[""SAN DIEGO, CA""]","29996","[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"SOJOURNER TRUTH","[""T-AO""]","[""T-AO 205""]","T-AO 210",,"[""MSC""]",,,"4/19/2026 9:00 PM",,,"OVERDUE","[""INACTIVE""]",,"[""SAN DIEGO, CA""]","2999C","[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"THURGOOD MARSHALL","[""T-AO""]","[""T-AO 205""]","T-AO 211",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""SAN DIEGO, CA""]",,"[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"RUTH BADER GINSBURG","[""T-AO""]","[""T-AO 205""]","T-AO 212",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""SAN DIEGO, CA""]",,"[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"HARRIET TUBMAN","[""T-AO""]","[""T-AO 205""]","T-AO 213",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""SAN DIEGO, CA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"SUPPLY","[""T-AOE""]","[""T-AOE 6""]","T-AOE 6",,"[""MSC""]",,"4/26/2025 9:00 PM","12/5/2027 9:00 PM","5","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21839","[""MSC NOT ASSIGNED""]",,,,,,,"4/26/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"ARCTIC","[""T-AOE""]","[""T-AOE 6""]","T-AOE 8",,"[""MSC""]",,"1/2/2024 9:00 PM","1/24/2027 9:00 PM","21","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21907","[""MSC NOT ASSIGNED""]",,,,,,"3/23/2000 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"LAWRENCE H. GIANELLA","[""T-AOT""]","[""T-AOT 1121""]","T-AOT 1125",,,,,,,,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","21001","[""INACTIVE""]",,,,,,,"6/26/2003 9:00 PM","6/10/2010 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"ZEUS","[""T-ARC""]","[""T-ARC 7""]","T-ARC 7",,"[""MSC""]",,"5/15/2022 9:00 PM",,"41","[""2""]","OVERDUE","[""ACTIVE""]","[""Auxiliary Force""]",,"21323","[""MSC NOT ASSIGNED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"GRASP","[""T-ARS""]","[""T-ARS 50""]","T-ARS 51",,"[""MSC""]",,"5/22/2024 9:00 PM",,"17","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21467","[""MSC NOT ASSIGNED""]",,"DISMANTLE FY26",,,,"4/15/2004 9:00 PM",,,"2/10/2000 9:00 PM","5/22/2024 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"SALVOR","[""T-ARS""]","[""T-ARS 50""]","T-ARS 52",,"[""MSC""]",,"11/6/2024 9:00 PM",,"11","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"21468","[""MSC NOT ASSIGNED""]",,"DISMANTLE FY25",,,,"10/27/2005 9:00 PM","11/6/2024 9:00 PM",,"2/1/2001 9:00 PM","10/29/2015 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"CATAWBA","[""T-ATF ""]","[""T-ATF 166""]","T-ATF 168",,"[""MSC""]",,"1/16/2022 9:00 PM",,"45","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"21015","[""MSC NOT ASSIGNED""]",,"military sealift command (msc) naval fleet auxiliary force",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"SIOUX","[""T-ATF""]","[""T-ATF 166""]","T-ATF 171",,,,,,,,"OVERDUE","[""INACTIVE""]","[""NO""]","[""CHARLESTON, SC""]","20887","[""INACTIVE""]",,"MTS",,,,,"5/22/1997 9:00 PM","7/4/2002 9:00 PM","4/15/2010 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"APACHE","[""T-ATF""]","[""T-ATF 166""]","T-ATF 172",,,,,"9/21/2001 9:00 PM",,,"OVERDUE","[""INACTIVE""]","[""NO""]",,"46377","[""INACTIVE""]",,"XFER TO MARAD",,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"NAVAJO","[""T-ATS""]","[""T-ATS 6""]","T-ATS 06",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""PASCAGOULA, MS""]","4125A","[""AUTHORIZED""]",,"AT",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"MUSCOGEE CREEK NATION","[""T-ATS""]","[""T-ATS 6""]","T-ATS 10",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""PASCAGOULA, MS""]",,"[""AUTHORIZED""]",,"AT",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"BILLY FRANK JR.","[""T-ATS""]","[""T-ATS 6""]","T-ATS 11",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""MOBILE, AL""]",,"[""AUTHORIZED""]",,"AT",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"SOLOMON ATKINSON","[""T-ATS""]","[""T-ATS 6""]","T-ATS 12",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""MOBILE, AL""]",,"[""AUTHORIZED""]",,"AT",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NO NAME","[""T-ATS""]","[""T-ATS 6""]","T-ATS 13",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""MOBILE, AL""]",,"[""AUTHORIZED""]",,"AT",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NO NAME","[""T-ATS""]","[""T-ATS 6""]","T-ATS 14",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""MOBILE, AL""]",,"[""AUTHORIZED""]",,"AT",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NO NAME","[""T-ATS""]","[""T-ATS 6""]","T-ATS 15",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""MOBILE, AL""]",,"[""AUTHORIZED""]",,"AT",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"CHEROKEE NATION","[""T-ATS""]","[""T-ATS 6""]","T-ATS 7",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""PASCAGOULA, MS""]","2930A","[""AUTHORIZED""]",,"AT",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"SAGINAW OJIBWE ANISHINABEK","[""T-ATS""]","[""T-ATS 6""]","T-ATS 8",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""PASCAGOULA, MS""]","29901","[""AUTHORIZED""]",,"AT",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"LENNI LENAPE","[""T-ATS""]","[""T-ATS 6""]","T-ATS 9",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,"[""PASCAGOULA, MS""]",,"[""AUTHORIZED""]",,"AT",,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"BETHESDA","[""T-EMS""]","[""T-EMS 1""]","T-EMS 1",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,,,"[""ANNOUNCED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"BALBOA","[""T-EMS""]","[""T-EMS 1""]","T-EMS 2",,"[""MSC""]",,,,,,"OVERDUE","[""INACTIVE""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"SPEARHEAD ","[""T-EPF""]","[""T-EPF 1""]","T-EPF 1",,"[""MSC""]",,"6/14/2018 9:00 PM","6/14/2018 9:00 PM","88",,"OVERDUE","[""INACTIVE""]","[""Support Force""]",,"29784","[""MSC NOT ASSIGNED""]",,"Dismantle FY25",,"7/11/2013 9:00 PM",,"6/10/2018 9:00 PM","7/12/2013 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"BURLINGTON","[""T-EPF""]","[""T-EPF 1""]","T-EPF 10",,"[""MSC""]",,"6/27/2022 9:00 PM",,"39","[""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"29793","[""MSC NOT ASSIGNED""]",,,"7/29/2018 9:00 PM","3/17/2019 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"PUERTO RICO","[""T-EPF""]","[""T-EPF 1""]","T-EPF 11",,"[""MSC""]",,"2/25/2024 9:00 PM",,"19","[""2""]",,"[""ACTIVE""]","[""Support Force""]",,"29794","[""MSC NOT ASSIGNED""]",,,"10/20/2019 9:00 PM","10/22/2020 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"NEWPORT","[""T-EPF""]","[""T-EPF 1""]","T-EPF 12",,"[""MSC""]",,"4/22/2021 9:00 PM",,"54","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""Support Force""]",,"29795","[""MSC NOT ASSIGNED""]",,,,"4/22/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"APALACHICOLA","[""T-EPF""]","[""T-EPF 1 (Flt 1)""]","T-EPF 13",,"[""MSC""]",,"8/28/2022 9:00 PM","2/2/2025 9:00 PM","37","[""1""]","OVERDUE","[""ACTIVE""]","[""SUPPORT FORCE""]","[""NORFOLK, VA (LCRK)""]","29796","[""DELIVERED""]","PENDING for FCT","Next: FCT","8/28/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"CODY","[""T-EPF""]","[""T-EPF 1 (Flt 2)""]","T-EPF 14",,"[""MSC""]",,"2/6/2025 9:00 PM",,"8","[""2""]",,"[""ACTIVE""]","[""SUPPORT FORCE""]","[""Little Creek, VA""]","29797","[""UNDER CONSTRUCTION""]",,"AT","11/26/2023 9:00 PM","2/6/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
